,Survived,Pclass,Sex,Fare,Embarked,Deck,Age_cat,Tickets,is_crew,mean_fares,Title,Family,Family_classif,Age_gender
200,0,3,male,2.2512917986064953,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
201,0,3,male,4.242045918369452,S,N,Adult,C,0,2.396079697380563,Mr.,11,High,male_Adult
202,0,3,male,1.8711558142080713,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
203,0,3,male,1.9775472339984959,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
204,1,3,male,2.0856720914304723,S,N,Teen,A,0,2.396079697380563,Mr.,1,Little,male_Teen
205,0,3,female,2.3477974358155937,S,G,Child,D,0,2.396079697380563,Miss.,2,Little,female_Child
206,0,3,male,2.7631695003232895,S,N,Adult,D,0,2.396079697380563,Mr.,2,Little,male_Adult
207,1,3,male,2.933191755079093,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
208,1,3,female,2.0476928433652555,Q,N,Teen,D,0,2.396079697380563,Miss.,1,Little,female_Teen
209,1,1,male,3.4339872044851463,C,A,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
210,0,3,male,1.9530276168241774,S,N,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
211,1,2,female,3.044522437723423,S,N,Adult,F,0,2.8310588265196923,Miss.,1,Little,female_Adult
212,0,3,male,1.9810014688665833,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
213,0,2,male,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
214,0,3,male,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Mr.,2,Little,male_Adult
215,1,1,female,4.729818490553202,C,D,Adult,D,0,4.078828900431776,Miss.,2,Little,female_Adult
216,1,3,female,2.0700223197633445,S,N,Adult,S,0,2.396079697380563,Miss.,1,Little,female_Adult
217,0,2,male,3.295836866004329,S,N,Adult,D,0,2.8310588265196923,Mr.,2,Little,male_Adult
218,1,1,female,4.334564151246186,C,D,Adult,D,0,4.078828900431776,Miss.,1,Little,female_Adult
219,0,2,male,2.3513752571634776,S,N,Adult,W,0,2.8310588265196923,Mr.,1,Little,male_Adult
220,1,3,male,2.0856720914304723,S,N,Teen,S,0,2.396079697380563,Mr.,1,Little,male_Teen
221,0,2,male,2.5649493574615367,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
222,0,3,male,2.0856720914304723,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
223,0,3,male,2.0663309725297405,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
224,1,1,male,4.499809670330265,S,C,Adult,D,0,4.078828900431776,Mr.,2,Little,male_Adult
225,0,3,male,2.2353763433005955,S,N,Adult,P,0,2.396079697380563,Mr.,1,Little,male_Adult
226,1,2,male,2.3513752571634776,S,N,Teen,S,0,2.8310588265196923,Mr.,1,Little,male_Teen
227,0,3,male,1.9810014688665833,S,N,Adult,A,0,2.396079697380563,Mr.,1,Little,male_Adult
228,0,2,male,2.5649493574615367,S,N,Teen,D,0,2.8310588265196923,Mr.,1,Little,male_Teen
229,0,3,female,3.237371716404032,S,N,Adult,D,0,2.396079697380563,Miss.,5,Moderate,female_Adult
230,1,1,female,4.424547185829718,S,C,Adult,D,0,4.078828900431776,Mrs.,2,Little,female_Adult
231,0,3,male,2.0509134580652977,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
232,0,2,male,2.6026896854443837,S,N,Adult,D,0,2.8310588265196923,Mr.,1,Little,male_Adult
233,1,3,female,3.4464097244837033,S,N,Child,D,0,2.396079697380563,Miss.,7,High,female_Child
234,0,2,male,2.3513752571634776,S,N,Adult,C,0,2.8310588265196923,Mr.,1,Little,male_Adult
235,0,3,female,2.0215475632609334,S,N,Adult,W,0,2.396079697380563,Miss.,1,Little,female_Adult
236,0,2,male,3.258096538021482,S,N,Adult,D,0,2.8310588265196923,Mr.,2,Little,male_Adult
237,1,2,female,3.2676659890376327,S,N,Child,C,0,2.8310588265196923,Miss.,3,Moderate,female_Child
238,0,2,male,2.3513752571634776,S,N,Teen,D,0,2.8310588265196923,Mr.,1,Little,male_Teen
239,0,2,male,2.507564673680584,S,N,Adult,S,0,2.8310588265196923,Mr.,1,Little,male_Adult
240,0,3,female,2.6709850297651974,C,N,Adult,D,0,2.396079697380563,Miss.,2,Little,female_Adult
241,1,3,female,2.740840023925201,Q,N,Adult,D,0,2.396079697380563,Miss.,2,Little,female_Adult
242,0,2,male,2.3513752571634776,S,N,Adult,W,0,2.8310588265196923,Mr.,1,Little,male_Adult
243,0,3,male,1.9636097261547143,S,N,Adult,S,0,2.396079697380563,Mr.,1,Little,male_Adult
244,0,3,male,1.9775472339984959,C,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
245,0,1,male,4.499809670330265,Q,C,Adult,D,0,4.078828900431776,Others,3,Moderate,male_Adult
246,0,3,female,2.0509134580652977,S,N,Adult,D,0,2.396079697380563,Miss.,1,Little,female_Adult
247,1,2,female,2.6741486494265287,S,N,Adult,D,0,2.8310588265196923,Mrs.,3,Moderate,female_Adult
248,1,1,male,3.961845018011234,S,D,Adult,D,0,4.078828900431776,Mr.,3,Moderate,male_Adult
249,0,2,male,3.258096538021482,S,N,Adult,D,0,2.8310588265196923,Others,2,Little,male_Adult
250,0,3,male,1.9810014688665833,S,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
251,0,3,female,2.3477974358155937,S,G,Adult,D,0,2.396079697380563,Mrs.,3,Moderate,female_Adult
252,0,1,male,3.279029747687948,S,C,Adult,D,0,4.078828900431776,Mr.,1,Little,male_Adult
253,0,3,male,2.7788192719904172,S,N,Adult,A,0,2.396079697380563,Mr.,2,Little,male_Adult
254,0,3,female,3.006301224903225,S,N,Adult,D,0,2.396079697380563,Mrs.,3,Moderate,female_Adult
255,1,3,female,2.7243040552851014,C,N,Adult,D,0,2.396079697380563,Mrs.,3,Moderate,female_Adult
256,1,1,female,4.37197629882038,C,N,Adult,P,0,4.078828900431776,Mrs.,1,Little,female_Adult
257,1,1,female,4.460144413937834,S,B,Adult,D,0,4.078828900431776,Miss.,1,Little,female_Adult
258,1,1,female,6.238967387173662,C,N,Adult,P,0,4.078828900431776,Miss.,1,Little,female_Adult
259,1,2,female,3.258096538021482,S,N,Adult,D,0,2.8310588265196923,Mrs.,2,Little,female_Adult
260,0,3,male,2.0476928433652555,Q,N,Adult,D,0,2.396079697380563,Mr.,1,Little,male_Adult
